Entity,Code,Year,"Homicide rate per 100,000 population - Male - All ages","Homicide rate per 100,000 population - Female - All ages",Continent
Wallis and Futuna,WLF,2015,,,Oceania
West Germany,OWID_GFR,2015,,,Europe
Western Sahara,ESH,2015,,,Africa
World,OWID_WRL,2000,10.950296,2.8092506,
World,OWID_WRL,2001,11.097692,2.8350885,
World,OWID_WRL,2002,11.075251,2.7798088,
World,OWID_WRL,2003,10.790906,2.6989343,
World,OWID_WRL,2004,10.382232,2.664592,
World,OWID_WRL,2005,10.086804,2.5498512,
World,OWID_WRL,2006,9.940802,2.4606955,
World,OWID_WRL,2007,9.6418085,2.417165,
World,OWID_WRL,2008,9.691718,2.354989,
World,OWID_WRL,2009,9.703878,2.4413645,
World,OWID_WRL,2010,9.70247,2.4010565,
World,OWID_WRL,2011,9.832761,2.4254985,
World,OWID_WRL,2012,9.883603,2.4241853,
World,OWID_WRL,2013,9.733224,2.3871794,
World,OWID_WRL,2014,9.722858,2.3814702,
World,OWID_WRL,2015,9.497246,2.288106,
World,OWID_WRL,2016,9.564582,2.3106852,
World,OWID_WRL,2017,9.541186,2.271987,
World,OWID_WRL,2018,9.250477,2.2228055,
World,OWID_WRL,2019,8.892103,2.1775744,
World,OWID_WRL,2020,8.833441,2.1469603,
World,OWID_WRL,2021,9.306462,2.2382565,
Wuerttemburg,OWID_WRT,2015,,,Europe
Yemen,YEM,2015,,,Asia
Yemen Arab Republic,OWID_YAR,2015,,,Asia
Yemen People's Republic,OWID_YPR,2015,,,Asia
Yugoslavia,OWID_YGS,2015,,,Europe
Zambia,ZMB,2015,,,Africa
Zanzibar,OWID_ZAN,2015,,,Africa
Zimbabwe,ZWE,1990,8.302435,3.487142,
Zimbabwe,ZWE,2018,8.05814,2.0461497,
Zimbabwe,ZWE,2019,8.614504,2.0559874,
Zimbabwe,ZWE,2020,8.584714,1.7623386,
Zimbabwe,ZWE,2021,10.923036,1.8698593,
Zimbabwe,ZWE,2015,,,Africa
